timestart,timeend,confidence,target
2019-03-19 16:29:10.000,2019-03-19 16:29:14.979,1.0,-1
2019-03-19 16:29:15.000,2019-03-19 16:29:19.979,1.0,-1
2019-03-19 16:29:20.000,2019-03-19 16:29:24.979,1.0,-1
2019-03-19 16:29:25.000,2019-03-19 16:29:29.979,1.0,-1
2019-03-19 16:29:30.000,2019-03-19 16:29:34.979,1.0,-1
2019-03-19 16:29:35.000,2019-03-19 16:29:39.979,1.0,-1
2019-03-19 16:29:40.000,2019-03-19 16:29:44.979,1.0,-1
2019-03-19 16:29:45.000,2019-03-19 16:29:49.979,1.0,-1
2019-03-19 16:29:50.000,2019-03-19 16:29:54.979,1.0,-1
2019-03-19 16:29:55.000,2019-03-19 16:29:59.979,1.0,-1
2019-03-19 16:30:00.000,2019-03-19 16:30:04.980,1.0,-1
2019-03-19 16:30:05.000,2019-03-19 16:30:09.979,1.0,-1
2019-03-19 16:30:10.000,2019-03-19 16:30:14.979,1.0,-1
2019-03-19 16:30:15.000,2019-03-19 16:30:19.979,1.0,-1
2019-03-19 16:30:20.000,2019-03-19 16:30:24.979,1.0,-1
2019-03-19 16:30:25.000,2019-03-19 16:30:29.979,1.0,-1
2019-03-19 16:30:30.000,2019-03-19 16:30:34.979,1.0,-1
2019-03-19 16:30:35.000,2019-03-19 16:30:39.979,1.0,-1
2019-03-19 16:30:40.000,2019-03-19 16:30:44.979,1.0,-1
2019-03-19 16:30:45.000,2019-03-19 16:30:49.979,1.0,-1
2019-03-19 16:30:50.000,2019-03-19 16:30:54.979,1.0,-1
2019-03-19 16:30:55.000,2019-03-19 16:30:59.979,1.0,-1
2019-03-19 16:31:00.000,2019-03-19 16:31:04.980,1.0,-1
2019-03-19 16:31:05.000,2019-03-19 16:31:09.979,1.0,-1
2019-03-19 16:31:10.000,2019-03-19 16:31:14.979,1.0,-1
2019-03-19 16:31:15.000,2019-03-19 16:31:19.979,1.0,-1
